"__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","Category","CategoryString","ComputerName","Data","EventCode","EventIdentifier","EventType","InsertionStrings","Logfile","Message","RecordNumber","SourceName","TimeGenerated","TimeWritten","Type","User","Scope","Path","Options","ClassPath","Properties","SystemProperties","Qualifiers","Site","Container"
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=524",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=524",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,524,Microsoft-Windows-WindowsUpdateClient,20190530160704.992428-000,20190530160704.992428-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=524",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=523",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=523",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,523,Microsoft-Windows-WindowsUpdateClient,20190530160704.992426-000,20190530160704.992426-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=523",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=522",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=522",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,522,Microsoft-Windows-WindowsUpdateClient,20190530160700.554723-000,20190530160700.554723-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=522",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=521",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=521",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,521,Microsoft-Windows-WindowsUpdateClient,20190530160700.554720-000,20190530160700.554720-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=521",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=520",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=520",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.,520,Microsoft-Windows-Kernel-General,20190530160700.479056-000,20190530160700.479056-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=520",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=519",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=519",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,519,Microsoft-Windows-WindowsUpdateClient,20190530160657.743200-000,20190530160657.743200-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=519",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=518",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=518",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,518,Microsoft-Windows-WindowsUpdateClient,20190530160657.743198-000,20190530160657.743198-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=518",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=517",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=517",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.UI.Xaml.2.0_2.1810.18004.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.,517,Microsoft-Windows-Kernel-General,20190530160651.695839-000,20190530160651.695839-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=517",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=516",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=516",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,516,Microsoft-Windows-WindowsUpdateClient,20190530160649.393006-000,20190530160649.393006-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=516",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=515",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=515",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,515,Microsoft-Windows-WindowsUpdateClient,20190530160649.393005-000,20190530160649.393005-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=515",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=514",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=514",1,Агент Windows Update,DESKTOP-PA164GP,,44,44,3,System.String[],System,Windows Update: запущено завантаження оновлення.,514,Microsoft-Windows-WindowsUpdateClient,20190530160649.393003-000,20190530160649.393003-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=514",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=513",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=513",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,513,Microsoft-Windows-Kernel-General,20190530160607.108334-000,20190530160607.108334-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=513",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=512",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=512",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,512,Microsoft-Windows-Kernel-General,20190530160547.826208-000,20190530160547.826208-000,Information,NT AUTHORITY\SYSTEM,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=512",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=511",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=511",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,511,Microsoft-Windows-Kernel-General,20190530160539.246615-000,20190530160539.246615-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=511",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=510",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=510",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.Win32WebViewHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,510,Microsoft-Windows-Kernel-General,20190530160538.764955-000,20190530160538.764955-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=510",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=509",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=509",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.PPIProjection_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,509,Microsoft-Windows-Kernel-General,20190530160538.226270-000,20190530160538.226270-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=509",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=508",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=508",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.MicrosoftEdgeDevToolsClient_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,508,Microsoft-Windows-Kernel-General,20190530160537.785178-000,20190530160537.785178-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=508",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=507",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=507",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,507,Microsoft-Windows-Kernel-General,20190530160537.302837-000,20190530160537.302837-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=507",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=506",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=506",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\InputApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,506,Microsoft-Windows-Kernel-General,20190530160536.786032-000,20190530160536.786032-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=506",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=505",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=505",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,505,Microsoft-Windows-Kernel-General,20190530160536.339552-000,20190530160536.339552-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=505",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=504",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=504",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\E2A4F912-2574-4A75-9BB0-0D023378592B_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,504,Microsoft-Windows-Kernel-General,20190530160535.869155-000,20190530160535.869155-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=504",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=503",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=503",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,503,Microsoft-Windows-Kernel-General,20190530160535.388926-000,20190530160535.388926-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=503",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=502",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=502",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\1527c705-839a-4832-9118-54d4Bd6a0c89_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,502,Microsoft-Windows-Kernel-General,20190530160534.939093-000,20190530160534.939093-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=502",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=501",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=501",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.ECApp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,501,Microsoft-Windows-Kernel-General,20190530160534.450263-000,20190530160534.450263-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=501",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=500",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=500",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.CredDialogHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,500,Microsoft-Windows-Kernel-General,20190530160533.831342-000,20190530160533.831342-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=500",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=499",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=499",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,499,Microsoft-Windows-Kernel-General,20190530160533.276382-000,20190530160533.276382-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=499",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=498",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=498",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.AsyncTextService_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,498,Microsoft-Windows-Kernel-General,20190530160532.809358-000,20190530160532.809358-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=498",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=497",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=497",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.Windows.CapturePicker_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,497,Microsoft-Windows-Kernel-General,20190530160532.305137-000,20190530160532.305137-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=497",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
2,Win32_NTLogEvent,,Win32_NTLogEvent,"Win32_NTLogEvent.Logfile=""System"",RecordNumber=496",16,System.String[],DESKTOP-PA164GP,root\cimv2,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=496",0,,DESKTOP-PA164GP,,16,16,3,System.String[],System,The access history in hive \??\C:\Users\38063\AppData\Local\Packages\Microsoft.Windows.HolographicFirstRun_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.,496,Microsoft-Windows-Kernel-General,20190530160531.864723-000,20190530160531.864723-000,Information,DESKTOP-PA164GP\38063,System.Management.ManagementScope,"\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent.Logfile=""System"",RecordNumber=496",System.Management.ObjectGetOptions,\\DESKTOP-PA164GP\root\cimv2:Win32_NTLogEvent,System.Management.PropertyDataCollection,System.Management.PropertyDataCollection,System.Management.QualifierDataCollection,,
